Database,Site,Lat,Lon,Alt,DiurnalRange,Isothermality,TempSeasonality,MaxTempWarmestMonth,MinTempColdestMonth,TempAnnualRange,MeanTempWettestQuarter,MeanTempDriestQuarter,MeanTempWarmestQuarter,MeanTempColdestQuarter,gridMAP,PrecipWettestMonth,PrecipDriestMonth,PrecipSeasonality,PrecipWettestQuarter,PrecipDriestQuarter,PrecipWarmestQuarter,PrecipColdestQuarter,gridElev,gridKoppen,gridCMI,gridNPP,gridPET,gridVPD,gridFCF,gridRSDS,gridHURS,gridCLT,gridSCD,gridGSL,gridSFCWind,gridGST,KoppenDesc,KoppenCode,newMAT,newMAP
DiLP,"Archbold, FL",27.2,-81.4,NA,13.583333015441895,55.442176818847656,419.2191467285156,33.70000076293945,9.199999809265137,24.5,27.083332061767578,18.25,27.183332443237305,17.016666412353516,1241,210,44,61.09867858886719,582,143,534,160,47,14,-256,17612,13778,11337,NA,17655,5955,3182,0,365,3713,2959,"Temperate, no dry season, hot summer",Cfa,22.3,1253
DiLP,"Bandon, OR",43.1,-124.4,NA,9.783333778381348,54.962547302246094,309.095703125,21,3.200000047683716,17.799999237060547,8.399999618530273,15.100000381469727,15.550000190734863,8.016666412353516,1626,272,12,71.65848541259766,783,80,85,731,37,9,610,15535,8366,4861,NA,14931,6476,3978,0,365,3964,2848,"Temperate, dry summer, warm summer",Csb,11.2,1585
DiLP,BCI,9.2,-79.9,NA,5.524999618530273,74.66216278076172,58.521881103515625,30.299999237060547,22.899999618530273,7.399999618530273,26.266666412353516,26.649999618530273,27.41666603088379,25.983333587646484,2483,406,21,69.32117462158203,1009,85,542,374,28,2,973,25689,15777,10985,NA,16886,6741,5345,0,365,4149,2992,"Tropical, monsoon",Am,26.5,2624
DiLP,"Big Hammock WMA, GA",31.9,-82.1,NA,13,43.046356201171875,650.64068603515625,33.70000076293945,3.5,30.200000762939453,26.75,19.71666717529297,26.75,10.716667175292969,1194,150,62,26.734691619873047,409,218,409,291,27,14,-101,15715,10408,9919,NA,16522,5735,3325,0,350,2027,2921,"Temperate, no dry season, hot summer",Cfa,19,120.2
DiLP,Borinquen,18,-66.9,NA,12.600000381469727,77.77777099609375,131.3969268798828,33.70000076293945,17.5,16.200000762939453,27.200000762939453,24.366666793823242,27.46666717529297,24.366666793823242,867,144,24,58.42715072631836,386,79,225,79,25,3,-693,15535,16094,13127,NA,21070,6165,2535,0,365,3115,2995,"Tropical, savannah",Aw,25.2,1268
DiLP,"Buena Vista, Puerto Rico",18.3,-67,NA,12.975000381469727,78.16264343261719,129.16029357910156,32.400001525878906,15.800000190734863,16.60000228881836,25.78333282470703,22.933334350585938,25.933334350585938,22.91666603088379,1812,237,65,43.36211013793945,679,209,609,215,175,1,162,21831,14684,12528,NA,20852,6195,2556,0,365,1736,2988,"Tropical, rainforest",Af,22.1,2487
DiLP,"Cabo Rojo, Puerto Rico",17.96,-67.203,NA,11.383334159851074,76.39820861816406,132.53359985351563,33.400001525878906,18.5,14.900001525878906,27.399999618530273,24.53333282470703,27.649999618530273,24.53333282470703,1058,162,28,51.59506607055664,445,101,311,101,8,3,-783,15942,17351,13362,NA,21233,6115,2401,0,365,3977,2996,"Tropical, savannah",Aw,25.9,1008
DiLP,"Cabo San Lucas,Baja Mexico",22.901,-109.883,NA,12.933333396911621,57.73809814453125,394.8436584472656,33.599998474121094,11.199999809265137,22.39999771118164,27.450000762939453,21.483333587646484,28.266666412353516,18.66666603088379,261,90,0,123.37803649902344,186,0,168,34,40,4,-1075,5840,13444,11456,NA,22535,6072,2367,0,191,2158,2976,"Arid, desert, hot",BWh,24.2,189
DiLP,"Cape Blanco, OR",42.8,-124.5,NA,9.300000190734863,52.84090805053711,313.9544982910156,21.399999618530273,3.799999952316284,17.600000381469727,8.75,15.399999618530273,15.966666221618652,8.350000381469727,1887,314,14,71.53533172607422,899,91,98,842,37,9,878,15624,9005,4859,NA,15346,6495,3921,0,365,4996,2849,"Temperate, dry summer, warm summer",Csb,11.2,1917
DiLP,"Castle Hill, New Zealand",-43.2,171.7,NA,11.808333396911621,49.614845275878906,436.8245849609375,20.899999618530273,-2.9000000953674316,23.799999237060547,3.8999998569488525,13.383333206176758,13.550000190734863,2.7666666507720947,1485,207,72,27.70964813232422,472,274,319,471,788,15,675,11835,8363,3900,96,15190,6403,4633,0,365,5782,2806,"Temperate, no dry season, warm summer",Cfb,8.354166984558105,1485
DiLP,"Childs, AZ",34.3,-111.7,NA,17.79166603088379,46.697288513183594,781.939453125,38.79999923706055,0.699999988079071,38.099998474121094,10.283333778381348,20.799999237060547,27.933334350585938,9,471,60,6,44.68440628051758,161,37,111,150,872,6,-959,7328,13116,12605,NA,20811,4642,1953,0,142,2443,2860,"Arid, steppe, hot",BSh,17.9,436
DiLP,"Chuzenji-ko, Japan",39.1,140.4,NA,7.641666412353516,23.017066955566406,940.34197998046875,27.100000381469727,-6.099999904632568,33.20000076293945,20.866666793823242,6.366666793823242,20.866666793823242,-1.7833333015441895,1638,175,95,20.866287231445313,506,296,506,353,374,25,1915,13753,7057,4755,87,13252,6497,5261,143,216,2289,2883,"Cold, no dry season, hot summer",Dfa,6.7,2191
DiLP,"Clearwater, WA",47.6,-124.3,NA,9.683333396911621,47.937294006347656,409.4971008300781,21.5,1.2999999523162842,20.200000762939453,5.300000190734863,14.566666603088379,14.949999809265137,4.950000286102295,3099,466,71,57.35158920288086,1327,236,299,1263,42,15,2035,14108,6540,4253,NA,13011,6571,4715,0,365,2295,2832,"Temperate, no dry season, warm summer",Cfb,9.8,3061
DiLP,"Cockaponset, CT",41.4,-72.5,NA,10.408333778381348,30.08188819885254,881.7315673828125,27.600000381469727,-7,34.599998474121094,1.5833332538604736,20.71666717529297,20.71666717529297,-1.0666667222976685,1259,120,93,7.428246974945068,338,295,295,311,80,25,403,14732,8209,5921,100,14827,5880,3752,92,265,3058,2877,"Cold, no dry season, hot summer",Dfa,10.1,1228
DiLP,Cordillera Pelada (0-400 m),-40.2,-73.3,200,8.808333396911621,51.51072311401367,292.2104187011719,20.399999618530273,3.299999952316284,17.100000381469727,7.75,14.333333015441895,14.333333015441895,7.116666793823242,1684,274,50,57.300071716308594,748,179,179,730,148,15,487,14910,7603,4930,NA,15248,6392,3849,0,365,1469,2841,"Temperate, no dry season, warm summer",Cfb,14.4,2029
DiLP,"Dilcher's Woods, lowland, FL",29.6,-82.2,NA,12.741666793823242,47.721595764160156,534.69671630859375,32.70000076293945,6,26.700000762939453,26.483333587646484,17.53333282470703,26.483333587646484,13.449999809265137,1305,193,58,43.69108963012695,537,190,537,256,40,14,-34,16716,10669,9798,NA,16769,6000,3330,0,365,2010,2935,"Temperate, no dry season, hot summer",Cfa,20.5,1315
DiLP,"Dilcher's Woods, upland, FL",29.6,-82.2,NA,12.741666793823242,47.721595764160156,534.69671630859375,32.70000076293945,6,26.700000762939453,26.483333587646484,17.53333282470703,26.483333587646484,13.449999809265137,1305,193,58,43.69108963012695,537,190,537,256,40,14,-34,16716,10669,9798,NA,16769,6000,3330,0,365,2010,2935,"Temperate, no dry season, hot summer",Cfa,20.5,1315
DiLP,"Duke Forest, NC",36,-78.9,NA,13.125,38.043479919433594,808.30194091796875,32.599998474121094,-1.899999976158142,34.5,24.66666603088379,10.783332824707031,25.316665649414063,5.316666603088379,1141,110,77,12.149106979370117,317,250,313,271,122,14,26,16151,9529,8192,NA,15612,5766,3452,0,365,2676,2889,"Temperate, no dry season, hot summer",Cfa,14.9,1149
DiLP,Empalme,27.3,-109.4,NA,18.174999237060547,57.154083251953125,526.810546875,38.900001525878906,7.099999904632568,31.80000114440918,29.700000762939453,22.53333282470703,29.950000762939453,17.28333282470703,500,144,3,116.8261489868164,363,12,281,63,122,6,-709,9221,11703,15568,NA,20881,5167,2314,0,109,982,2997,"Arid, steppe, hot",BSh,24.8,192
DiLP,"Florida Panther Refuge, FL",26.2,-81.3,NA,11.158332824707031,53.90499496459961,369.1828918457031,32.79999923706055,12.100000381469727,20.69999885559082,27.316665649414063,18.58333396911621,27.53333282470703,18.58333396911621,1309,238,37,67.300384521484375,636,132,579,132,8,2,-41,18483,12563,11900,NA,17970,5927,3123,0,356,2198,2966,"Tropical, monsoon",Am,23.2,1342
DiLP,"Foxton Estuary, New Zealand",-40.501,175.224,NA,8.583333015441895,47.421730041503906,331.3768310546875,22,3.9000000953674316,18.100000381469727,8.75,15.699999809265137,16.91666603088379,8.75,987,120,57,19.04180335998535,305,206,208,305,19,15,160,16364,8301,5813,NA,15237,6299,3656,0,365,3044,2866,"Temperate, no dry season, warm summer",Cfb,13.525,904
DiLP,"Gouland Downs, New Zealand",-40.9,172.4,NA,8.5,45.45454406738281,357.4456787109375,18.399999618530273,-0.30000001192092896,18.69999885559082,9.633333206176758,12.84999942779541,12.84999942779541,4.066666603088379,3051,394,177,23.76970863342285,901,566,566,706,914,15,1941,11835,7224,3577,NA,14424,6621,4622,0,365,3828,2806,"Temperate, no dry season, warm summer",Cfb,9.79167,2824
DiLP,"Government Camp, OR",45.3,-121.7,NA,9.608333587646484,36.95512771606445,584.26898193359375,20.899999618530273,-5.099999904632568,26,-0.7166666388511658,12.350000381469727,12.850000381469727,-1.4000000953674316,2059,333,27,61.737545013427734,944,151,161,893,1301,19,1022,9471,7023,3786,176,15202,6100,4867,253,107,1872,2824,"Cold, dry summer, cold summer",Dsc,5.2,2170
DiLP,"Guajataca, PR",18.2,-66.9,NA,11.333333969116211,75.05518341064453,133.50746154785156,29.200000762939453,14.100000381469727,15.100000381469727,23.350000381469727,20.450000762939453,23.5,20.366666793823242,2296,327,66,48.631187438964844,921,228,800,246,596,1,487,23485,14285,10179,NA,20829,6441,2721,0,365,2370,2965,"Tropical, rainforest",Af,25.8,1739
DiLP,Guanica,17.964,-66.882,NA,12.008333206176758,77.473114013671875,131.38180541992188,32.900001525878906,17.399999618530273,15.500001907348633,26.666667938232422,23.816665649414063,26.916667938232422,23.816665649414063,1013,169,26,59.560970306396484,456,85,275,85,113,3,-686,14951,15519,12291,NA,21317,6317,2521,0,365,2989,2991,"Tropical, savannah",Aw,26.4,771
DiLP,Half Moon Bay,37.4,-122.4,NA,9.966666221618652,61.904762268066406,225.01852416992188,21.299999237060547,5.199999809265137,16.099998474121094,10.583333015441895,15.216666221618652,15.733333587646484,10.216666221618652,743,145,4,86.70753479003906,378,14,19,376,141,9,-333,11568,9441,5372,NA,18170,6469,3410,0,315,2798,2859,"Temperate, dry summer, warm summer",Csb,12.9,654
DiLP,"Harvard Forest, MA",42.5,-72.2,NA,12.383333206176758,31.83376121520996,964.0916748046875,26.700000762939453,-12.199999809265137,38.900001525878906,18.75,-4.25,18.75,-4.949999809265137,1105,101,78,7.671510696411133,293,251,293,255,312,26,246,12872,7206,5475,111,14009,5817,3883,140,221,2648,2877,"Cold, no dry season, warm summer",Dfb,7.3,1132
DiLP,"Hawk Mountain, PA",40.6,-75.9,NA,11.566666603088379,31.952117919921875,921.20062255859375,28.600000381469727,-7.599999904632568,36.20000076293945,18.96666717529297,-0.4833332598209381,21.316665649414063,-1.399999976158142,1157,117,72,13.30849838256836,335,244,320,245,181,25,340,14643,8487,6279,116,14473,5730,3891,108,251,3451,2883,"Cold, no dry season, hot summer",Dfa,10.3,1155
DiLP,"Homer, AK",59.648,-151.52,NA,7.683333396911621,29.78036117553711,696.01568603515625,17,-8.800000190734863,25.799999237060547,3.433333396911621,6.849999904632568,12.100000381469727,-4.766666889190674,697,88,26,35.88542938232422,244,92,128,202,26,27,244,8571,5015,3093,72,10042,6397,4846,224,135,3076,2837,"Cold, no dry season, cold summer",Dfc,3.1,658
DiLP,"Hood River, OR",45.7,-121.5,NA,11.899999618530273,39.666664123535156,670.9417724609375,28.100000381469727,-1.899999976158142,30,2.9666666984558105,18.850000381469727,18.850000381469727,2.4000000953674316,825,152,9,77.59564971923828,436,45,45,408,217,9,-119,13018,8340,6493,78,13978,5872,3906,0,286,3748,2827,"Temperate, dry summer, warm summer",Csb,10.9,903
DiLP,"Hubbard Brook, NH",43.9,-71.8,NA,12.008333206176758,30.096073150634766,1001.7903442382813,25.200000762939453,-14.699999809265137,39.900001525878906,17.41666603088379,-6.2166666984558105,17.41666603088379,-7.366666793823242,1089,110,70,13.740399360656738,309,222,309,234,455,26,531,9940,7104,4095,82,13812,6162,4785,183,178,4050,2860,"Cold, no dry season, warm summer",Dfb,4.8,1156
DiLP,"Huyck Preserve, NY",42.7,-74.5,NA,11.483333587646484,29.826841354370117,985.14263916015625,26.799999237060547,-11.699999809265137,38.5,17.133333206176758,-4.0333333015441895,19.200000762939453,-5.166666507720947,1019,100,59,14.43069839477539,294,206,288,206,349,26,98,12264,8074,5151,97,13974,5890,4339,147,214,3955,2874,"Cold, no dry season, warm summer",Dfb,7.5,1004
DiLP,"Kaimanawa Mountains, New Zealand",-39.3,175.9,NA,10.516666412353516,48.02130889892578,419.99908447265625,20.200000762939453,-1.7000000476837158,21.900001525878906,5.083333492279053,10.833333015441895,12.75,2.450000047683716,1626,195,86,24.163711547851563,510,305,381,429,1154,15,1330,11327,7249,3268,92,13257,6849,5586,0,365,6132,2800,"Temperate, no dry season, warm summer",Cfb,8.370833,2335
DiLP,"Keka, Fiji",-16.8,179,NA,4.191666603088379,54.437225341796875,125.71839141845703,29.600000381469727,21.899999618530273,7.700000762939453,26.983333587646484,24.03333282470703,26.983333587646484,23.91666603088379,2861,363,141,29.65164566040039,979,442,979,469,46,1,868,24854,13613,9991,NA,18312,6819,4073,0,365,2055,2981,"Tropical, rainforest",Af,24.3,2594
DiLP,Kepong,3.1,101.6,NA,9.433333396911621,90.70511627197266,34.30036926269531,32.900001525878906,22.5,10.400001525878906,27.266666412353516,27.650001525878906,27.983333587646484,27.100000381469727,2338,289,121,28.31068229675293,796,412,557,684,33,1,977,25438,14074,12395,NA,19172,6500,5823,0,365,1178,3001,"Tropical, rainforest",Af,27.7,2233
DiLP,"Ketchikan, AK",55.33,-131.596,NA,6.400000095367432,32.3232307434082,494.03179931640625,17.600000381469727,-2.200000047683716,19.80000114440918,3.883333206176758,11.300000190734863,13.133333206176758,1.350000023841858,3405,505,156,34.81330490112305,1243,525,545,949,193,26,2417,11077,5108,3532,52,10680,6453,6062,0,365,2262,2797,"Cold, no dry season, warm summer",Dfb,7.2,3610
DiLP,Los Queles (400-500m),-36,-72.7,450,9.791666984558105,53.506378173828125,302.7684631347656,22.899999618530273,4.599999904632568,18.299999237060547,9.033333778381348,15.683333396911621,15.966666221618652,8.533332824707031,888,211,8,94.81422424316406,534,34,34,501,349,9,469,15624,9359,5602,NA,18990,6014,2769,0,365,2732,2849,"Temperate, dry summer, warm summer",Csb,11.5,935
DiLP,Los Ruiles (200-400m),-35.8,-72.5,300,10.508333206176758,53.613948822021484,327.23443603515625,23.899999618530273,4.300000190734863,19.599998474121094,8.850000381469727,16.08333396911621,16.41666603088379,8.366666793823242,860,202,8,96.17704772949219,525,30,31,491,379,9,-52,15424,9546,5751,NA,20005,6119,2623,0,315,1658,2851,"Temperate, dry summer, warm summer",Csb,12.1,907
DiLP,"Millbrook/IES, NY",41.8,-73.8,NA,12.225000381469727,31.75324821472168,957.23193359375,28.799999237060547,-9.699999809265137,38.5,18.816667556762695,-1.600000023841858,20.950000762939453,-2.799999952316284,1112,111,69,12.369718551635742,317,235,304,235,88,25,104,14643,8808,6110,115,14170,5817,3827,108,251,3595,2885,"Cold, no dry season, hot summer",Dfa,8.9,1088
DiLP,Monte Guilarte,18.2,-66.8,NA,11.841667175292969,74.94725036621094,139.12265014648438,29.700000762939453,13.899999618530273,15.80000114440918,23.58333396911621,20.516666412353516,23.71666717529297,20.450000762939453,2298,331,65,48.42428970336914,928,235,809,246,524,1,365,22846,14313,9801,NA,20908,6570,2743,0,365,1895,2964,"Tropical, rainforest",Af,19.4,2707
DiLP,"Nagakubo, Japan",30.35,130.88,NA,6.508333206176758,28.174602508544922,613.3828125,30,6.900000095367432,23.100000381469727,20.600000381469727,13.233333587646484,26.46666717529297,11.25,3011,467,141,37.952823638916016,1126,468,761,469,30,14,1932,22411,13104,9465,NA,14982,5995,4430,0,365,5016,2933,"Temperate, no dry season, hot summer",Cfa,19.5,3579
DiLP,"Natua, Fiji",-16.7,179,NA,4.141666412353516,53.78788375854492,127.2516860961914,28.399999618530273,20.700000762939453,7.69999885559082,25.633333206176758,22.66666603088379,25.633333206176758,22.5,3200,395,169,27.075599670410156,1056,551,1056,555,350,1,1405,24682,13156,8892,NA,17684,7002,4386,0,365,2641,2971,"Tropical, rainforest",Af,24.120832443237305,3200
DiLP,"Nestucca River, OR",45,-124,NA,8.741666793823242,49.3879508972168,345.85943603515625,20.799999237060547,3.0999999046325684,17.69999885559082,7.099999904632568,14.816666603088379,15.183333396911621,6.75,2279,366,37,63.32093811035156,1051,163,169,977,13,9,1380,14821,7531,4573,NA,13991,6484,4274,0,365,3405,2840,"Temperate, dry summer, warm summer",Csb,11.4,1031
DiLP,"North Bend, OR",43.406,-124.189,NA,9.666666984558105,51.41843795776367,350.79132080078125,22.200000762939453,3.4000000953674316,18.80000114440918,8.166666984558105,15.850000381469727,16.366666793823242,7.8333330154418945,1627,268,13,70.28360748291016,775,78,82,721,38,9,732,15802,8554,5094,NA,14895,6426,3920,0,365,3725,2851,"Temperate, dry summer, warm summer",Csb,11.4,1628
DiLP,"Nuri, Sonora",28.0333,-109.4,NA,18.399999618530273,56.09756088256836,521.84698486328125,38.5,5.699999809265137,32.79999923706055,27.649999618530273,21.366666793823242,28.350000381469727,15.699999809265137,680,186,3,111.85938262939453,466,18,402,105,616,6,-760,11538,13707,13519,NA,20888,4839,2274,0,212,2007,2948,"Arid, steppe, hot",BSh,22.80833,665
DiLP,"Parkdale, OR",45.5,-121.6,NA,11.708333015441895,39.960182189941406,644.72491455078125,25.799999237060547,-3.5,29.299999237060547,1.316666603088379,16.433332443237305,16.433332443237305,0.6833333373069763,1209,206,15,69.27701568603516,595,78,78,559,614,18,202,13135,8358,5287,109,14811,6012,3700,94,224,2891,2844,"Cold, dry summer, warm summer",Dsb,8.9,1197
DiLP,Pasoh,2.9,102.3,NA,8.59999942779541,86,47.35424041748047,31.700000762939453,21.700000762939453,10,26.100000381469727,26.53333282470703,27.016666412353516,25.850000381469727,1919,247,99,29.22563934326172,668,325,519,595,150,1,341,22374,13747,11035,NA,18088,6754,5607,0,365,1584,2993,"Tropical, rainforest",Af,26.4,2156
DiLP,"Pee Dee, SC",34.2,-79.4,NA,13.258333206176758,40.920780181884766,735.333740234375,33,0.6000000238418579,32.400001525878906,26.049999237060547,12.866666793823242,26.049999237060547,7.883333206176758,1227,150,73,24.533647537231445,415,236,415,276,17,14,-123,16340,11164,8985,NA,16096,5740,3376,0,365,3332,2906,"Temperate, no dry season, hot summer",Cfa,17,1225
DiLP,"Placerville, CA",38.8,-120.8,NA,14.266666412353516,45.00525665283203,651.6285400390625,32.900001525878906,1.2000000476837158,31.700000762939453,7.116666793823242,22.416667938232422,22.883333206176758,7.116666793823242,1063,192,5,82.93101501464844,519,22,34,519,680,8,61,16547,9413,9117,NA,18675,5123,2540,0,281,1255,2856,"Temperate, dry summer, hot summer",Csa,14.4,985
DiLP,"Portal,AZ",31.9,-109.2,NA,15.475000381469727,48.05900573730469,648.17388916015625,28.5,-3.700000047683716,32.20000076293945,19.33333396911621,14.550000190734863,19.850000381469727,4.099999904632568,547,117,9,70.50859069824219,277,43,236,123,2063,7,-957,7987,13464,8031,122,21122,4591,2055,0,160,4653,2824,"Arid, steppe, cold",BSk,15.8,500
DiLP,"Powers, OR",42.9,-124.1,NA,12.491666793823242,52.04861068725586,420.6873474121094,26.399999618530273,2.4000000953674316,24,7.616666793823242,16.933332443237305,17.5,7.2166666984558105,1603,276,10,74.38809967041016,782,64,77,735,162,9,654,15624,8245,5337,NA,15247,6277,3664,0,346,2221,2847,"Temperate, dry summer, warm summer",Csb,11.5,1587
DiLP,"Red Fleet, UT",40.5,-109.3,NA,16.741666793823242,36.474220275878906,1032.015869140625,32.29999923706055,-13.600000381469727,45.900001525878906,12.566666603088379,-5.2833333015441895,20.366666793823242,-5.2833333015441895,256,30,13,25.42496109008789,79,42,67,42,1786,7,-693,5013,9206,7427,113,18581,5103,2706,125,105,2470,2843,"Arid, steppe, cold",BSk,7.1,248
DiLP,"Republic, WA",48,-117.9,NA,11.858333587646484,34.37198257446289,795.87420654296875,26.899999618530273,-7.599999904632568,34.5,-1.9666666984558105,16.450000762939453,16.766666412353516,-2.8333332538604736,479,70,21,39.42827224731445,185,65,76,162,773,18,-251,9477,7288,6229,124,14666,5588,3642,128,171,1711,2861,"Cold, dry summer, warm summer",Dsb,0.1,1247
DiLP,"River site, CT",41.5,-72.5,NA,10.633333206176758,30.294397354125977,891.94244384765625,27.799999237060547,-7.300000190734863,35.099998474121094,1.399999976158142,20.25,20.766666412353516,-1.2333333492279053,1253,119,91,7.386354923248291,334,295,296,306,73,25,239,14910,7842,6207,109,14684,5799,3736,90,262,2375,2882,"Cold, no dry season, hot summer",Dfa,10.1,1214
DiLP,Robinson Fall,4.4,101.4,NA,9.233333587646484,83.93939208984375,52.84339904785156,25.700000762939453,14.699999809265137,11.000000953674316,19.916667938232422,20.46666717529297,20.83333396911621,19.5,2966,354,155,29.502567291259766,1035,483,706,764,1230,1,1426,22343,11784,7539,NA,16722,6777,6610,0,365,2263,2932,"Tropical, rainforest",Af,22.1,2614
DiLP,San Bartolo,23.7,-109.9,NA,14.050000190734863,58.54166793823242,408.5506591796875,31.899999618530273,7.900000095367432,24,25.16666603088379,19.049999237060547,25.16666603088379,15.233333587646484,490,174,1,135.11920166015625,369,6,369,45,721,6,-990,7490,13484,12814,NA,21673,5255,2542,0,124,1026,2968,"Arid, steppe, hot",BSh,21.3,414
DiLP,"Santa Cruz, CA",37,-121.9,NA,12.966667175292969,61.746036529541016,313.3869323730469,24.799999237060547,3.799999952316284,21,10.916666984558105,17.516666412353516,17.850000381469727,10.216666221618652,710,153,3,94.22740173339844,395,10,15,388,126,9,-387,10639,9386,6165,NA,18793,5949,2606,0,305,1205,2857,"Temperate, dry summer, warm summer",Csb,14,653
DiLP,"Seqaqa, Fiji",-16.6,179.1,NA,4.824999809265137,60.312496185302734,116.95878601074219,29.899999618530273,21.899999618530273,8,27.083332061767578,24.25,27.083332061767578,24.25,2422,366,66,48.446990966796875,981,284,981,284,74,1,538,23579,14127,11279,NA,17809,6442,3928,0,365,2859,2982,"Tropical, rainforest",Af,25.1,2494
DiLP,"SERC, MD",38.5,-76.3,NA,11.024999618530273,32.91044616699219,844.32904052734375,30.700000762939453,-2.799999952316284,33.5,23.383333206176758,9.516666412353516,23.933334350585938,3.1500000953674316,1107,109,79,11.578203201293945,303,247,297,257,5,14,-147,16035,11148,7501,NA,15198,5782,3450,0,365,5481,2873,"Temperate, no dry season, hot summer",Cfa,13.7,1086
DiLP,"Suganuma, Honshu, Japan",36.8,139.4,NA,9,27.272727966308594,890.2906494140625,19.399999618530273,-13.600000381469727,33,13.683333396911621,-7.833333492279053,13.683333396911621,-8.066666603088379,2067,370,52,59.96885299682617,941,180,941,233,2097,27,1570,8644,6787,3218,82,13010,6348,5320,204,156,5725,2845,"Cold, no dry season, cold summer",Dfc,2.5,2275
