Site,Family,Genus,Species,ID,PW,LA,LMA,DepEnv,Common/Rare,Spec #,Notes 1,Notes 2,Notes 3,Notes 4,Margin,Lobation,Size Type,Primary Venation,Normalized Area,LOGAREA
Bonanza,Sapindaceae,Allophylus,Allophylus flexifolia,Allophylus flexifolia,0.83,1847.4,57.6,Lake,,9151,,,,,,,,,18.474,1.266560939
Bonanza,Sapindaceae,Allophylus,Allophylus flexifolia,Allophylus flexifolia,1.39,1834.2,85.6,Lake,,9172,,,,,,,,,18.342,1.263446689
Bonanza,Sapindaceae,Allophylus,Allophylus flexifolia,Allophylus flexifolia,0.86,797.4,81.6,Lake,,9817,,,,,,,,,7.974,0.901676231
Bonanza,Sapindaceae,Allophylus,Allophylus flexifolia,Allophylus flexifolia,1.01,2135.6,63.3,Lake,,10035,,,,,,,,,21.356,1.329519912
Bonanza,Fabaceae,Caesalpinia,Caesalpinia pecorae,Caesalpinia pecorae,0.64,130.3,130,Lake,,9621,,,,,,,,,1.303,0.114944416
Bonanza,Fabaceae,Caesalpinia,Caesalpinia pecorae,Caesalpinia pecorae,0.54,136.1,112.3,Lake,,9630,,,,,,,,,1.361,0.133858125
Bonanza,Fabaceae,Caesalpinia,Caesalpinia pecorae,Caesalpinia pecorae,0.97,191.2,154.3,Lake,,9638,,,,,,,,,1.912,0.281487888
Bonanza,Fabaceae,Caesalpinia,Caesalpinia pecorae,Caesalpinia pecorae,0.53,130.7,112.4,Lake,,9897,,,,,,,,,1.307,0.116275588
Bonanza,Fabaceae,Caesalpinia,Caesalpinia pecorae,Caesalpinia pecorae,0.57,75.6,146.5,Lake,,9899,,,,,,,,,0.756,-0.121478204
Bonanza,Sapindaceae,Cardiospermum,Cardiospermum coloradensis,Cardiospermum coloradensis,0.75,494.4,88.2,Lake,,9562,,,,,,,,,4.944,0.694078462
Bonanza,Sapindaceae,Cardiospermum,Cardiospermum coloradensis,Cardiospermum coloradensis,0.69,273.1,103.8,Lake,,9576,,,,,,,,,2.731,0.4363217
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,1.25,928.4,102.4,Lake,,9182,,,,,,,,,9.284,0.967735132
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,1.2,497.9,125.9,Lake,,9185,,,,,,,,,4.979,0.697142126
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.61,161.2,115.6,Lake,,9193,,,,,,,,,1.612,0.207365037
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.84,343.2,110.6,Lake,,9246,,,,,,,,,3.432,0.535547279
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.94,721.8,90.7,Lake,,9261,,,,,,,,,7.218,0.858416878
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,1.39,721.4,122.3,Lake,,9263,,,,,,,,,7.214,0.858176138
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.96,409.2,114.5,Lake,,9264,,,,,,,,,4.092,0.611935625
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,1.12,532,116.5,Lake,,9269,,,,,,,,,5.32,0.725911632
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,1.02,555.7,106.7,Lake,,9272,,,,,,,,,5.557,0.744840397
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.75,173.8,131.5,Lake,,9286,,,,,,,,,1.738,0.240049772
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.59,292.8,89.7,Lake,,9300,,,,,,,,,2.928,0.466571072
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.84,242.2,126.3,Lake,,9322,,,,,,,,,2.422,0.384174139
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.79,240.7,120.8,Lake,,9327,,,,,,,,,2.407,0.38147609
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.56,146.3,112.3,Lake,,9832,,,,,,,,,1.463,0.165244326
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.62,161.6,116.9,Lake,,9839,,,,,,,,,1.616,0.208441356
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.82,244.3,123.6,Lake,,9862,,,,,,,,,2.443,0.387923467
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.61,128.7,125.9,Lake,,9864,,,,,,,,,1.287,0.109578547
Bonanza,Ulmaceae,Cedrelospermum,Cedrelospermum nervosum,Cedrelospermum nervosum,0.83,144.8,152.3,Lake,,10146,,,,,,,,,1.448,0.160768562
Bonanza,Fabaceae,Leguminosites,Leguminosites lesquereuxiana,Leguminosites lesquereuxiana,1.01,564,105.3,Lake,,9929,,,,,,,,,5.64,0.751279104
Bonanza,Fabaceae,Leguminosites,Leguminosites lesquereuxiana,Leguminosites lesquereuxiana,1.09,669,104.5,Lake,,9932,,,,,,,,,6.69,0.825426118
Bonanza,Fabaceae,Leguminosites,Leguminosites lesquereuxiana,Leguminosites lesquereuxiana,1.3,639.1,121.7,Lake,,9936,,,,,,,,,6.391,0.805568818
Bonanza,Fabaceae,Leguminosites,Leguminosites lesquereuxiana,Leguminosites lesquereuxiana,1.47,1795.4,90.1,Lake,,9941,,,,,,,,,17.954,1.254161221
Bonanza,Fabaceae,Leguminosites,Leguminosites lesquereuxiana,Leguminosites lesquereuxiana,1.03,808.4,93.1,Lake,,10018,,,,,,,,,8.084,0.907626305
Bonanza,Fabaceae,Leguminosites,Leguminosites lesquereuxiana,Leguminosites lesquereuxiana,1.02,673.1,99.1,Lake,,10024,,,,,,,,,6.731,0.828079591
Bonanza,Platanaceae,Macginitiea,Macginitiea wyomingensis,Macginitiea wyomingensis,1.12,1454.3,79.3,Lake,,9075,,,,,,,,,14.543,1.162654004
Bonanza,Platanaceae,Macginitiea,Macginitiea wyomingensis,Macginitiea wyomingensis,1.92,4466.6,78,Lake,,9090,,,,,,,,,44.666,1.649977062
Bonanza,Platanaceae,Macginitiea,Macginitiea wyomingensis,Macginitiea wyomingensis,0.87,765.9,83.6,Lake,,9092,,,,,,,,,7.659,0.88417207
Bonanza,Platanaceae,Macginitiea,Macginitiea wyomingensis,Macginitiea wyomingensis,1.18,3722.1,57.7,Lake,,9103,,,,,,,,,37.221,1.570788037
Bonanza,Platanaceae,Macginitiea,Macginitiea wyomingensis,Macginitiea wyomingensis,0.59,2800.5,37.9,Lake,,9691,,,,,,,,,28.005,1.447235577
Bonanza,Platanaceae,Macginitiea,Macginitiea wyomingensis,Macginitiea wyomingensis,2.23,10548.2,63,Lake,,9750,,,,,,,,,105.482,2.023178356
Bonanza,Platanaceae,Macginitiea,Macginitiea wyomingensis,Macginitiea wyomingensis,0.8,922.7,73,Lake,,10017,,,,,,,,,9.227,0.965060521
Bonanza,Fabaceae,Parvileguminophyllum,Parvileguminophyllum coloradensis,Parvileguminophyllum coloradensis,0.55,64.9,151.1,Lake,,9517,,,,,,,,,0.649,-0.187755303
Bonanza,Fabaceae,Parvileguminophyllum,Parvileguminophyllum coloradensis,Parvileguminophyllum coloradensis,0.52,56.5,152.7,Lake,,9519,,,,,,,,,0.565,-0.247951552
Bonanza,Fabaceae,Parvileguminophyllum,Parvileguminophyllum coloradensis,Parvileguminophyllum coloradensis,0.61,65.7,162.8,Lake,,9539,,,,,,,,,0.657,-0.18243463
Bonanza,Fabaceae,Parvileguminophyllum,Parvileguminophyllum coloradensis,Parvileguminophyllum coloradensis,0.55,72.2,145.1,Lake,,9781,,,,,,,,,0.722,-0.141462802
Bonanza,Fabaceae,Parvileguminophyllum,Parvileguminophyllum coloradensis,Parvileguminophyllum coloradensis,0.44,30.6,169.8,Lake,,9802,,,,,,,,,0.306,-0.514278574
Bonanza,Salicaceae,Populus,Populus tidwellii*,Populus tidwellii*,0.81,421,99.5,Lake,,9652,,,,,,,,,4.21,0.624282096
Bonanza,Salicaceae,Populus,Populus tidwellii*,Populus tidwellii*,0.92,562,98.2,Lake,,9886,,,,,,,,,5.62,0.749736316
Bonanza,Salicaceae,Populus,Populus wilmattae,Populus wilmattae,1.61,3605.6,74,Lake,,9119,,,,,,,,,36.056,1.556977545
Bonanza,Salicaceae,Populus,Populus wilmattae,Populus wilmattae,0.47,1258.9,43.2,Lake,,9763,,,,,,,,,12.589,1.099991234
Bonanza,Salicaceae,Populus,Populus wilmattae,Populus wilmattae,0.74,273.7,109.4,Lake,,10078,,,,,,,,,2.737,0.437274797
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,1.1,901.6,93.9,Lake,,9149,,,,,,,,,9.016,0.955013903
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,0.83,381.1,105.2,Lake,,9154,,,,,,,,,3.811,0.581038949
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,1.14,829.7,99.6,Lake,,9156,,,,,,,,,8.297,0.91892109
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,1.05,799.7,94.9,Lake,,9159,,,,,,,,,7.997,0.902927096
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,0.8,248.9,120.4,Lake,,9757,,,,,,,,,2.489,0.396024897
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,1.5,817.5,123.6,Lake,,9758,,,,,,,,,8.175,0.912487761
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,1.06,547.5,110.5,Lake,,9760,,,,,,,,,5.475,0.738384124
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,1.15,843.8,99.7,Lake,,9761,,,,,,,,,8.438,0.926239521
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,1.24,371.6,144.4,Lake,,9903,,,,,,,,,3.716,0.570075705
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,1.48,685,130.9,Lake,,9918,,,,,,,,,6.85,0.835690571
Bonanza,Anacardiaceae,Rhus,Rhus nigricans,Rhus nigricans,0.97,334.7,124.6,Lake,,9924,,,,,,,,,3.347,0.524655712
